vtitle,address,telephone,description,hour,hotel,beauty,supply,homepage
망원 동물종합병원,서울특별시 마포구 월드컵로 65,02-332-0175,,FALSE,FALSE,FALSE,FALSE,
박효리군동물병원,서울특별시 마포구 포은로 64,02-326-0275,"애완동물 진료, 수술 및 미용",FALSE,FALSE,TRUE,FALSE,
행복한 동물병원,서울특별시 도봉구 도봉로136길 7,02-996-8275,,FALSE,FALSE,FALSE,FALSE,http://happyanimalclinic.modoo.at/
마리스동물의료센터,서울특별시 강동구 올림픽로 820,02-442-8287,,FALSE,FALSE,FALSE,FALSE,http://marisamc.modoo.at/
홈펫 동물병원,서울특별시 강북구 도봉로 110-1,02-983-9575,"야간 응급, 교통사고, 홍역, 파보 등 진료",FALSE,FALSE,FALSE,FALSE,http://www.homepet24.com/
수동물병원,서울특별시 노원구 동일로 1689,,,FALSE,FALSE,FALSE,FALSE,
드림동물병원,서울특별시 구로구 중앙로8길 11,02-3666-0204,,FALSE,FALSE,FALSE,FALSE,http://blog.naver.com/vetjhlee
에버펫동물병원,서울특별시 송파구 오금로 422,02-409-7533,"내과, 일반 외과, 치과 진료, 병리진단 등 진료",FALSE,FALSE,FALSE,FALSE,http://www.everpet.co.kr/
잠실종합동물병원,서울특별시 송파구 송파대로 388,02-415-7585,,FALSE,FALSE,FALSE,FALSE,
서초힐스동물병원,서울특별시 서초구 태봉로2길 30,02-574-7582,"반려동물 진료, 미용, 애견용품 등 판매",FALSE,FALSE,TRUE,TRUE,http://blog.naver.com/hillsah
화인 종합 동물병원,서울특별시 서초구 서초대로길 4,02-523-0275,,FALSE,FALSE,FALSE,FALSE,http://cafe.naver.com/finetotalmed/
바론동물의료센터,서울특별시 동대문구 이문로 136,02-965-0075,,FALSE,FALSE,FALSE,FALSE,http://baronamc.modoo.at/
가락동물병원,서울특별시 송파구 오금로 247,02-413-0075,"애견미용, 신장질환 등 동물치료 전문",FALSE,FALSE,TRUE,FALSE,
고득영 동물병원,서울특별시 강서구 곰달래로 199,02-2608-0973,"예방접종, 수술 및 미용, 교배 상담 전문",FALSE,FALSE,TRUE,FALSE,
텐즈힐링동물병원,,02-2295-0975,,FALSE,FALSE,FALSE,FALSE,
애니케어동물병원,서울특별시 강북구 삼양로 499,02-996-1007,,FALSE,FALSE,FALSE,FALSE,
연동물병원,서울특별시 송파구 올림픽로 119,02-423-8280,,FALSE,FALSE,FALSE,FALSE,
퍼피즌동물병원,서울특별시 강남구 선릉로 622,02-541-2652,"진료, 분양, 미용 서비스, 용품 판매 전문",FALSE,FALSE,TRUE,TRUE,
엔젤동물병원,서울특별시 노원구 동일로 1104,02-977-0275,,FALSE,FALSE,FALSE,FALSE,
에디슨동물병원,서울특별시 광진구 아차산로 530,02-447-5975,"건강검진, 외과 수술, 만성 피부질환, 행동 교정 전문",FALSE,FALSE,FALSE,FALSE,
파란동물병원,서울특별시 양천구 신월로 179,02-2692-8255,"노령견, 고양이 클리닉, 내분비, 안과, 치과, 비뇨기, 정형외과, 종양 등 외과수술",FALSE,FALSE,FALSE,FALSE,
한빛동물병원,서울특별시 은평구 진관4로 87,02-382-7511,,FALSE,FALSE,FALSE,FALSE,http://cafe.naver.com/hanbitah
마곡나무동물병원,서울특별시 강서구 마곡중앙1로 72,02-2661-7515,,FALSE,FALSE,FALSE,FALSE,http://www.magoknamu.com/
앙리 동물병원,서울특별시 성북구 성북로 66,02-766-7577,,FALSE,FALSE,FALSE,FALSE,http://henryamc.blog.me/
마음동물병원,서울특별시 구로구 오리로 1271,02-2611-5223,,FALSE,FALSE,FALSE,FALSE,http://blog.naver.com/mastervet
25시동물병원,서울특별시 노원구 한글비석로8길 20-16,02-935-0075,"안과, 외과, 노령견 질환 전문, 야간 응급진료",TRUE,FALSE,FALSE,FALSE,
서울허브동물병원,서울특별시 관악구 남부순환로 1811,02-875-7579,,FALSE,FALSE,FALSE,FALSE,
송파 바로 동물병원,서울특별시 송파구 새말로 125,,,FALSE,FALSE,FALSE,FALSE,http://blog.naver.com/baroah
희망동물병원,서울특별시 송파구 올림픽로 88,02-414-7588,"안과, 치과, 슬개골탈구, 골절수술, 디스크 치료, 심장기형 수술, 척추 수술",FALSE,FALSE,FALSE,FALSE,http://blog.naver.com/hope19900
이n김동물병원,서울특별시 도봉구 마들로 664,02-955-6530,,FALSE,FALSE,FALSE,FALSE,
참좋은동물병원,서울특별시 은평구 백련산로 29,02-3152-0075,,FALSE,FALSE,FALSE,FALSE,http://blog.naver.com/naraevc
벨라동물병원,서울특별시 구로구 구로중앙로34길 30,02-859-8775,"강아지, 고양이, 동물, 해외, 출입국, 비행기, 호주, 일본, 유럽, 운송, 배송, 검역, 광견병 항체 검사, 중성화 수술, 미용, 호텔",FALSE,TRUE,TRUE,FALSE,http://www.bellapet.co.kr/
스테이동물병원,,02-2282-7501,,FALSE,FALSE,FALSE,FALSE,http://blog.naver.com/stayah
디아나동물병원,서울특별시 서초구 방배로 118,02-521-9010,"외과수술, 치과전문",FALSE,FALSE,FALSE,FALSE,http://blog.naver.com/mokujin621
홍상희종합동물병원,서울특별시 중랑구 동일로 899,02-974-0339,,FALSE,FALSE,FALSE,FALSE,
우솔동물병원,서울특별시 노원구 화랑로 349,02-973-7588,,FALSE,FALSE,FALSE,FALSE,
닥터스종합동물병원,서울특별시 노원구 월계로 338,02-905-7588,,FALSE,FALSE,FALSE,FALSE,
광화문동물병원,서울특별시 종로구 사직로9길 6-1,02-722-8275,,FALSE,FALSE,FALSE,FALSE,http://blog.naver.com/ghmah
넥스펫동물병원,서울특별시 서초구 효령로 347,02-3474-7582,"미용, 수술 전문, 야간 응급진료 및 강아지, 고양이 미용",FALSE,FALSE,TRUE,FALSE,http://nexpetah.modoo.at/
온마음동물메디컬센터,서울특별시 송파구 오금로 473,02-449-0075,,FALSE,FALSE,FALSE,FALSE,http://beingamc.blog.me/
참사랑 동물병원,서울특별시 양천구 목동남로4길 6-11,02-2643-7882,,FALSE,FALSE,FALSE,FALSE,
하나동물병원,서울특별시 서초구 헌릉로8길 10-12,02-574-0511,,FALSE,FALSE,FALSE,FALSE,http://hanaah80.blog.me/
우리동물병원,서울특별시 서대문구 통일로 197,02-393-6675,"슬개골 탈구, 고양이 전문, 특수 동물",FALSE,FALSE,FALSE,FALSE,http://blog.naver.com/wooriah
쿨펫동물병원,서울특별시 양천구 오목로 299,02-2645-2727,,FALSE,FALSE,FALSE,FALSE,
예스동물병원,서울특별시 마포구 마포대로 195,02-363-7975,,FALSE,FALSE,FALSE,FALSE,http://blog.naver.com/yescare1027
안정택동물병,서울특별시 구로구 천왕로 106,,,FALSE,FALSE,FALSE,FALSE,http://blog.naver.com/goldplaza201
뉴월드동물병원,서울특별시 동대문구 천호대로 211,02-2212-5233,,FALSE,FALSE,FALSE,FALSE,http://blog.naver.com/shinks1122
참동물병원,서울특별시 영등포구 영등포로 376,02-841-0075,"애견미용, 애완용품 판매 및 진료 전문",FALSE,FALSE,TRUE,TRUE,
북악동물병원,서울특별시 종로구 자하문로 293,02-391-4575,"피부, 안과, 특수 동물 진료, 천연기념물 동물 진료",FALSE,FALSE,FALSE,FALSE,http://bukakvet.modoo.at/
하니동물병원,서울특별시 중랑구 신내로 225,02-3422-0977,"예방접종, 미용, 분양, 사료 및 용품 판매",FALSE,FALSE,TRUE,TRUE,
닥터엠동물병원,서울특별시 마포구 마포대로 195,02-313-7979,"애견애묘상식, 내과, 외과, 반려동물 건강유지법, 건강 검진, 미용, 호텔",FALSE,TRUE,TRUE,FALSE,http://drmvet.com/
이수동물병원,서울특별시 동작구 사당로23나길 30,02-592-8875,"강아지, 고양이 등 진료 및 분양",FALSE,FALSE,FALSE,FALSE,http://cafe.daum.net/isu-ah/
반포자이동물병원,서울특별시 서초구 사평대로45길 10-25,02-3476-3535,,FALSE,FALSE,FALSE,FALSE,http://blog.naver.com/bxiah
신림종합동물병원,서울특별시 관악구 신림로 157-1,02-877-8588,"슬개골 수술, 골절, 중성화 외과수술 전문, 스켈링 등 치과 진료, 예방접종, 내과, 피부과 및 애견미용",FALSE,FALSE,TRUE,FALSE,
미래동물병원,서울특별시 노원구 공릉로 168,02-949-5975,,FALSE,FALSE,FALSE,FALSE,
로잔동물의료센터,서울특별시 관악구 관악로29길 3,02-872-7588,,FALSE,FALSE,FALSE,FALSE,http://blog.naver.com/laussane
두암한방동물병원,서울특별시 양천구 목동중앙북로 73,02-846-4597,,FALSE,FALSE,FALSE,FALSE,http://blog.naver.com/lee8314036
마루동물병원,서울특별시 송파구 양산로4길 13,02-443-8898,,FALSE,FALSE,FALSE,FALSE,http://blog.naver.com/marooah
다옴동물병원,서울특별시 강남구 광평로10길 50,02-2226-7975,,FALSE,FALSE,FALSE,FALSE,http://blog.naver.com/daomvetcare
굿모닝동물병원,서울특별시 강남구 학동로 413,02-548-5466,,FALSE,FALSE,FALSE,FALSE,http://blog.naver.com/goodmorningclinic
SL동물병원,서울특별시 성동구 왕십리로 340,02-2299-8575,"외과 전공, 슬개골 탈구, 유선종양, 중성화, 미용, 호텔",FALSE,TRUE,TRUE,FALSE,http://slah.modoo.at/
금강동물병원,,02-798-7512,,FALSE,FALSE,FALSE,FALSE,
미소동물병원,서울특별시 성북구 종암로 91,02-929-1212,,FALSE,FALSE,FALSE,FALSE,
파티마동물병원,서울특별시 마포구 신촌로 24,02-325-7975,,FALSE,FALSE,FALSE,FALSE,http://cafe.naver.com/fatimaah
스마트동물병원,서울특별시 동대문구 한천로 164,02-2242-0175,,FALSE,FALSE,FALSE,FALSE,http://blog.naver.com/smartddm
와우동물병원,서울특별시 마포구 월드컵북로 167,02-375-1963,,FALSE,FALSE,FALSE,FALSE,
카디오동물의료병원,서울특별시 강남구 강남대로118길 60,02-546-2999,,FALSE,FALSE,FALSE,FALSE,
메디펫동물병원,서울특별시 은평구 통일로 885,02-384-0075,,FALSE,FALSE,FALSE,FALSE,http://blog.naver.com/aidi70
문정탑동물병원,서울특별시 송파구 송이로 186,02-431-0275,,FALSE,FALSE,FALSE,FALSE,http://blog.naver.com/mjtopah
청담동물병원,서울특별시 송파구 토성로 30-1,02-473-0577,,FALSE,FALSE,FALSE,FALSE,http://blog.naver.com/chungdam_ah
다울,서울특별시 서초구 효령로 100,02-3473-0911,,FALSE,FALSE,FALSE,FALSE,
퍼스동물병원,서울특별시 용산구 신흥로 54,,,FALSE,FALSE,FALSE,FALSE,
시마동물병원,서울특별시 노원구 동일로 1356,02-908-7585,"개, 고양이 중성화 및 슬개골 수술, 미용, 호텔 운영 및 사료, 용품 판매",FALSE,TRUE,TRUE,TRUE,
서서울호수동물병원,서울특별시 양천구 남부순환로 421,02-6959-8448,,FALSE,FALSE,FALSE,FALSE,http://blog.naver.com/slah8448
우성동물의료센터,서울특별시 서초구 주흥길 3,02-546-9539,,FALSE,FALSE,FALSE,FALSE,
삼성종합동물병원,서울특별시 강남구 일원로 45,02-459-2824,"질병예방, 진료 및 수술",FALSE,FALSE,FALSE,FALSE,http://blog.naver.com/jipangdosa
맑은동물병원,서울특별시 동대문구 청계천로 417,02-2234-1379,"강아지, 고양이, 특수동물 진료 및 용품 판매",FALSE,FALSE,FALSE,TRUE,
행복한세상동물병원,서울특별시 양천구 목동동로 309,02-2645-7582,"반려동물 일반진료 및 수술, 용품 판매, 미용, 분양 등 전문",FALSE,FALSE,TRUE,TRUE,
닥터K,서울특별시 마포구 월드컵북로 347,02-306-1259,,FALSE,FALSE,FALSE,FALSE,
메디펫 동물병원,서울특별시 서초구 효령로 384,02-586-7501,,FALSE,FALSE,FALSE,FALSE,
서울동물심장병원,서울특별시 강남구 언주로 542,02-6203-7588,,FALSE,FALSE,FALSE,FALSE,http://www.sahh.co.kr/
뉴타운동물병원,서울특별시 은평구 진관3로 70,02-385-8275,,FALSE,FALSE,FALSE,FALSE,
박형우동물병원,서울특별시 강동구 올림픽로 560,02-488-8275,,FALSE,FALSE,FALSE,FALSE,
남산동물병원,서울특별시 중구 다산로 32,02-2256-8275,"질병예방, 건강검진, 질병치료 등 안내",FALSE,FALSE,FALSE,FALSE,
개봉동물병원,서울특별시 구로구 고척로 157,02-2615-5014,,FALSE,FALSE,FALSE,FALSE,
동물의왕국동물병원,서울특별시 송파구 마천로 263,02-406-4814,"침술 치료 및 중성화 수술, 애견 분양, 마이크로칩 전문시술",FALSE,FALSE,FALSE,FALSE,
해피동물병원,서울특별시 구로구 중앙로 67,02-2619-7533,,FALSE,FALSE,FALSE,FALSE,
신내동물병원,서울특별시 중랑구 봉화산로 103,02-3422-0001,"중성화 수술, 귀치료, 피부치료, 예방접종",FALSE,FALSE,FALSE,FALSE,
광나루동물병원,서울특별시 강동구 올림픽로 800,02-3427-7582,"종합검진, 혈액검사, 초음파, X-ray, 녹내장 및 각종 수술",FALSE,FALSE,FALSE,FALSE,http://blog.naver.com/pethospital
하스펫탈동물병원,서울특별시 중랑구 면목로 437,02-435-2275,안과 전문,FALSE,FALSE,FALSE,FALSE,
가재울봉쥬르동물병원,서울특별시 서대문구 거북골로 178,02-305-8275,,FALSE,FALSE,FALSE,FALSE,http://blog.naver.com/bonjourah
초이스동물병원,서울특별시 강북구 삼양로117길 5,,,FALSE,FALSE,FALSE,FALSE,
강남서초동물병원,서울특별시 서초구 사임당로 97,02-598-9875,애견상식,FALSE,FALSE,FALSE,FALSE,http://www.gsac.co.kr/
한샘종합동물병원,서울특별시 구로구 경인로 352,02-2681-7585,애완동물 수술 및 야간 진료 전문,FALSE,FALSE,FALSE,FALSE,
쿨펫동물병원,서울특별시 강서구 양천로 431,02-3665-1838,,FALSE,FALSE,FALSE,FALSE,http://blog.naver.com/coolpetah
대현동물병원,서울특별시 양천구 목동중앙본로 100,02-2651-1855,,FALSE,FALSE,FALSE,FALSE,
장평종합동물병원,서울특별시 동대문구 장한로 139,02-2215-2022,,FALSE,FALSE,FALSE,FALSE,
닥터그레이 동물병원,서울특별시 강남구 언주로30길 21,02-529-7587,"슬개골 탈구, 중성화 수술전문, 심장질환 및 노령견 건강검진",FALSE,FALSE,FALSE,FALSE,http://blog.naver.com/grey7587
케이나인종합동물병원 본점,서울특별시 구로구 개봉로 40,02-2686-3939,,FALSE,FALSE,FALSE,FALSE,http://blog.naver.com./winsomekang
도그플러스동물병원,서울특별시 강서구 화곡로 398,02-3662-3533,,FALSE,FALSE,FALSE,FALSE,https://sites.google.com/site/dogplusvet/
다정동물병원,서울특별시 강남구 학동로20길 39,02-544-7975,,FALSE,FALSE,FALSE,FALSE,
열린종합동물병원,서울특별시 강동구 양재대로 1508,02-487-7575,,FALSE,FALSE,FALSE,FALSE,
해맑은동물병원,서울특별시 광진구 뚝섬로 670,02-6954-7582,,FALSE,FALSE,FALSE,FALSE,
HS두리동물병원,서울특별시 서초구 반포대로 287,02-3476-7522,"쿠싱, 당뇨, 심장, 혈압, 노령견 관리 전문, 연회원제 운영, 애견미용 상담",FALSE,FALSE,TRUE,FALSE,
건국대학교 부속동물병원,서울특별시 광진구 능동로 120-1,,,FALSE,FALSE,FALSE,FALSE,http://vmth.konkuk.ac.kr/
구름동물병원,서울특별시 양천구 신정이펜2로 22,02-2694-8275,,FALSE,FALSE,FALSE,FALSE,
상도힐링동물병원,서울특별시 동작구 상도로 353,02-812-7512,,FALSE,FALSE,FALSE,FALSE,http://blog.naver.com/happycare719
시민동물병원,서울특별시 광진구 자양로 94,02-456-4466,,FALSE,FALSE,FALSE,FALSE,
쿨펫동물병원 빅마켓금천점,서울특별시 금천구 두산로 71,02-861-2000,"동물진료, 애견분양, 미용, 훈련상담, 용품 판매",FALSE,FALSE,TRUE,TRUE,
수정동물병원,서울특별시 강남구 광평로9길 34,02-6053-6052,"진료, 수술, 미용, 호텔, 용품 판매",FALSE,TRUE,TRUE,TRUE,
24시 밀리언 동물병원,서울특별시 양천구 신월로 320,02-2061-5277,,TRUE,FALSE,FALSE,FALSE,http://blog.naver.com/neoeast12
스마트동물병원,서울특별시 노원구 노원로 470,02-952-7582,,FALSE,FALSE,FALSE,FALSE,http://blog.naver.com/nwsmart
다루동물병원,서울특별시 은평구 불광로 60,02-356-8353,,FALSE,FALSE,FALSE,FALSE,
도그플러스동물병원,서울특별시 영등포구 당산로 42,02-2069-0082,,FALSE,FALSE,FALSE,FALSE,
바라봄동물병원,서울특별시 성동구 왕십리로 410,02-2297-9300,,FALSE,FALSE,FALSE,FALSE,
정다운동물병원,서울특별시 동대문구 안암로 102,02-923-0075,"개의 만성질환, 비만 진료, 고양이, 토끼, 햄스터, 고슴도치 등 진료",FALSE,FALSE,FALSE,FALSE,
나을동물병원,서울특별시 동작구 사당로 196,02-521-5775,,FALSE,FALSE,FALSE,FALSE,http://blog.naver.com/dongmari
가좌동물병원,서울특별시 서대문구 응암로 77,02-307-4633,,FALSE,FALSE,FALSE,FALSE,http://blog.naver.com/PostList.nhn?blogId=lym4833&amp;categoryNo=0&amp;from=postList
키움동물병원,서울특별시 노원구 노원로1길 9,02-949-7582,,FALSE,FALSE,FALSE,FALSE,
아리 동물병원,서울특별시 은평구 증산서길 132,02-307-7502,"외과수술 및 미용, 애견용품 판매",FALSE,FALSE,TRUE,TRUE,
한동물병원,서울특별시 서초구 동산로 66,02-577-3690,,FALSE,FALSE,FALSE,FALSE,http://blog.naver.com/hanspet3690
카카오N동물병원,서울특별시 성북구 길음로 33,02-942-4883,,FALSE,FALSE,FALSE,FALSE,
노아동물병원,서울특별시 양천구 신목로 59,02-2654-6183,"애견용품 판매 및 치료, 미용 등 건강검진 전문",FALSE,FALSE,TRUE,TRUE,
명성동물병원,서울특별시 강동구 양재대로 1601,02-476-7582,"종합검진, 수술, 진료, 미용용품 판매",FALSE,FALSE,TRUE,TRUE,http://msanimal.blog.me/100194179990
서울종합동물병원,서울특별시 관악구 신림로 233,02-888-8807,,FALSE,FALSE,FALSE,FALSE,
가나종합동물병원,서울특별시 양천구 목동서로 35,02-2645-7588,"노령동물, 심장내과, 종양, 슬개골 탈구 및 외과 수술, 고양이 진료",FALSE,FALSE,FALSE,FALSE,http://town.cyworld.com/ganaanimal
박동물병원,서울특별시 강서구 강서로 294,02-3665-5982,,FALSE,FALSE,FALSE,FALSE,
일오삼동물병원,서울특별시 양천구 지양로 52,02-2606-1990,,FALSE,FALSE,FALSE,FALSE,
동물병원,서울특별시 양천구 목동중앙로 43,02-2062-1110,동물 진료 및 미용전문,FALSE,FALSE,TRUE,FALSE,
리더스24시동물병원,서울특별시 양천구 신목로 78,02-2652-1865,,TRUE,FALSE,FALSE,FALSE,http://blog.naver.com/leaders24si
조은동물병원,서울특별시 은평구 수색로 217,02-3152-8575,,FALSE,FALSE,FALSE,FALSE,http://blog.naver.com/bairon01
닥터표동물병원,서울특별시 강동구 올림픽로 566,02-484-4063,,FALSE,FALSE,FALSE,FALSE,http://drpyoah.modoo.at/
동산동물병원,서울특별시 송파구 백제고분로 270,02-3432-7533,"개, 고양이, 설치류 응급진료, 혈액검사, 수술 및 피부, 화상, 미용, 용품, 호텔 전문",FALSE,TRUE,TRUE,TRUE,http://dongsanah.modoo.at/
마곡숲동물병원,서울특별시 강서구 강서로 471,02-3662-5675,,FALSE,FALSE,FALSE,FALSE,
베이동물병원,서울특별시 용산구 이촌로 248,02-749-7588,,FALSE,FALSE,FALSE,FALSE,
방주종합동물병원,서울특별시 광진구 능동로 334,02-454-9975,,FALSE,FALSE,FALSE,FALSE,
진정훈동물병원,서울특별시 중랑구 동일로 777,02-2207-0073,,FALSE,FALSE,FALSE,FALSE,http://vetzzin.modoo.at/
이상윤동물병원,서울특별시 용산구 이촌로 248,02-792-5455,,FALSE,FALSE,FALSE,FALSE,
초콜릿동물병원,서울특별시 서대문구 응암로 117,02-307-3335,,FALSE,FALSE,FALSE,FALSE,
삼성동물병원,서울특별시 강북구 삼양로19길 25,,,FALSE,FALSE,FALSE,FALSE,http://blog.naver.com/samsung_vet/
은행나무 종합동물병원,서울특별시 금천구 금하로 694,02-804-0975,,FALSE,FALSE,FALSE,FALSE,
잠실 준 25시 동물병원,서울특별시 송파구 석촌호수로 138,02-415-7580,"진료, 애견미용, 교배, 분양 안내",TRUE,FALSE,TRUE,FALSE,http://blog.naver.com/vetjoon
포레스트 동물병원,서울특별시 영등포구 영중로 145,02-2635-7582,,FALSE,FALSE,FALSE,FALSE,http://forestanimal.co.kr/
영국동물병원,서울특별시 송파구 동남로18길 23,,"애완동물 진료, 치료 및 수술 전문",FALSE,FALSE,FALSE,FALSE,
한남동물병,서울특별시 용산구 대사관로24길 28,02-793-9230,,FALSE,FALSE,FALSE,FALSE,
굿모닝동물병원,서울특별시 강서구 방화대로47가길 7,02-2665-8256,,FALSE,FALSE,FALSE,FALSE,
한나동물병원,서울특별시 서초구 방배로 269,02-595-8875,"미용, 중성화 등 동물 진료",FALSE,FALSE,TRUE,FALSE,
사당동물병원,서울특별시 동작구 남부순환로 2051,02-586-8275,,FALSE,FALSE,FALSE,FALSE,http://blog.naver.com/sadang7582
반디동물병원,서울특별시 광진구 능동로 18,02-461-0079,,FALSE,FALSE,FALSE,FALSE,
박창석종합동물병원,서울특별시 마포구 도화길 42,02-6405-7582,"애완동물 외과 수술, 피부과 전문",FALSE,FALSE,FALSE,FALSE,http://blog.naver.com/parkcs900
프라임동물병원,서울특별시 광진구 아차산로 451,02-457-0292,"미용, 사료, 용품 판매",FALSE,FALSE,TRUE,TRUE,
태현동물병원,서울특별시 도봉구 도당로 79,02-6014-9947,"애견 미용, 호텔 등 서비스 및 진료",FALSE,TRUE,TRUE,FALSE,
가람동물병원,서울특별시 송파구 오금로 494,02-408-9724,"애견미용, 애견용품 판매 및 치료, 수술 전문",FALSE,FALSE,TRUE,TRUE,
여의도동물병원 대교점,서울특별시 영등포구 여의대방로 417,02-761-7580,"진료, 애견미용, 용품 판매",FALSE,FALSE,TRUE,TRUE,http://www.yeouidoah.com/
자양동물병원,서울특별시 광진구 뚝섬로52길 4,02-456-0975,,FALSE,FALSE,FALSE,FALSE,http://blog.naver.com/fdgerfdger
Dr.주 동물병원,서울특별시 강동구 양재대로 1376,,"강아지, 고양이 수술, 진료",FALSE,FALSE,FALSE,FALSE,http://blog.naver.com/bestoda
하나동물병원,서울특별시 강남구 영동대로 217,02-508-5859,,FALSE,FALSE,FALSE,FALSE,
바다동물병원,서울특별시 용산구 서빙고로 69,02-792-2561,,FALSE,FALSE,FALSE,FALSE,https://www.instagram.com/badavet
도그플러스동물병원,서울특별시 금천구 시흥대로 391,02-809-0075,,FALSE,FALSE,FALSE,FALSE,
성내동물병원,서울특별시 강동구 풍성로 145,02-484-5252,,FALSE,FALSE,FALSE,FALSE,http://blog.naver.com/baklan1236
담은동물병원,서울특별시 은평구 통일로 796,02-356-9475,,FALSE,FALSE,FALSE,FALSE,http://blog.naver.com/dameunamc
동물병원다온,서울특별시 강남구 도곡로 174,02-576-1239,,FALSE,FALSE,FALSE,FALSE,http://blog.naver.com/daontjdxo
에이원동물병원,서울특별시 서초구 반포대로 89,02-521-8181,,FALSE,FALSE,FALSE,FALSE,http://blog.naver.com/a1ah81/
LK동물병원,서울특별시 노원구 중계로 225,02-952-6426,"애견 진료 및 미용, 사료 용품 취급 전문",FALSE,FALSE,TRUE,TRUE,http://lkpet.modoo.at/
행복한동물병원,서울특별시 마포구 월드컵북로 224,02-302-7502,"반려, 특수동물 건강검진, 아토피 원인치료, 영양상담 , 행동교정 특화",FALSE,FALSE,FALSE,FALSE,http://blog.naver.com/allreen
와이즈동물병원,서울특별시 강남구 강남대로128길 34,02-515-8276,,FALSE,FALSE,FALSE,FALSE,
길음동물병원,서울특별시 성북구 동소문로 248,02-913-1874,,FALSE,FALSE,FALSE,FALSE,
그린동물병원,서울특별시 동대문구 정릉천동로 58,02-957-7075,,FALSE,FALSE,FALSE,FALSE,
라파엘동물병원,서울특별시 서대문구 연희로 132,02-333-8632,,FALSE,FALSE,FALSE,FALSE,http://m.townspot.co.kr/023338632/
보람동물병원,서울특별시 중랑구 면목로 269,02-434-5465,,FALSE,FALSE,FALSE,FALSE,
메디포즈동물의료센터,서울특별시 강남구 역삼로 134,02-558-6354,"안과 전문, 슬개골 탈구 전문, 외과 특화 병원, 아토피, 피부병치료 전문, 노령견 전문",FALSE,FALSE,FALSE,FALSE,http://www.medipawz.co.kr/
구림동물병원,서울특별시 마포구 성미산로 92,02-333-7802,,FALSE,FALSE,FALSE,FALSE,
서울숲동물병원,서울특별시 성동구 뚝섬로 386,02-466-2475,,FALSE,FALSE,FALSE,FALSE,
방주동물의료센터,서울특별시 강동구 양재대로 1299,02-476-3927,,FALSE,FALSE,FALSE,FALSE,http://bangzoo.net/
다나동물병원,서울특별시 성북구 화랑로 301,02-943-8575,,FALSE,FALSE,FALSE,FALSE,
동물제중원금손이,서울특별시 서초구 서초대로 124,02-581-5500,"한방동물병원, 디스크, 뇌질환, 노령동물질환 치료",FALSE,FALSE,FALSE,FALSE,http://www.geumsoni.com/
캐나다동물병원,서울특별시 동작구 상도로 111,02-822-3938,,FALSE,FALSE,FALSE,FALSE,
바우동물병원,서울특별시 송파구 올림픽로35길 112,02-424-7582,,FALSE,FALSE,FALSE,FALSE,http://blog.naver.com/dvmbau
디아크동물병원,서울특별시 동대문구 홍릉로 64-1,,,FALSE,FALSE,FALSE,FALSE,
현진우동물병원,서울특별시 강남구 역삼로 138,02-566-5852,,FALSE,FALSE,FALSE,FALSE,http://blog.naver.com/onlybstar
가재울 햇살동물병원,서울특별시 서대문구 수색로 56,02-6272-0075,,FALSE,FALSE,FALSE,FALSE,http://blog.naver.com/arkanimal
스킨앤이어동물병원,서울특별시 송파구 송파대로 474,02-417-3021,"강아지 피부병, 귀병, 아토피 전문",FALSE,FALSE,FALSE,FALSE,http://skinnear.modoo.at/
온누리종합동물병원,서울특별시 영등포구 도신로 186,02-845-0780,"수술, 응급진료, 미용, 호텔, 분양, 용품",FALSE,TRUE,TRUE,TRUE,
프렌즈동물병원,서울특별시 관악구 관악로 223,02-874-7585,,FALSE,FALSE,FALSE,FALSE,
M동물의료센터,서울특별시 서초구 사임당로 78,02-588-7511,,FALSE,FALSE,FALSE,FALSE,http://mamc.modoo.at/
베스트동물병원,서울특별시 강서구 까치산로 30,02-2604-1495,"개, 고양이 중성화 수술, 위 내시경, 혈액 검사 및 호르몬 검사, 진료 전문",FALSE,FALSE,FALSE,FALSE,
박경호동물병원,서울특별시 송파구 올림픽로 362,02-418-8611,"동물의 진료, 미용, 분양 용품, 호텔 등의 서비스를 제공",FALSE,TRUE,TRUE,TRUE,http://2151370656.modoo.at/
신촌동물병원,서울특별시 마포구 신촌로 108,02-704-1800,,FALSE,FALSE,FALSE,FALSE,
하나사랑동물병원,서울특별시 동작구 상도로 171,02-822-7574,,FALSE,FALSE,FALSE,FALSE,
김민재동물병원,서울특별시 송파구 동남로 318,02-443-8973,애견상식,FALSE,FALSE,FALSE,FALSE,http://blog.naver.com/kmjhkn0075/
북아현동물병원,서울특별시 서대문구 신촌로 289-1,02-393-0075,,FALSE,FALSE,FALSE,FALSE,http://blog.naver.com/baha0075
박철환동물병원,서울특별시 동대문구 사가정로 221,02-2244-7479,"동물 진료 및 애견미용, 애견용품 취급",FALSE,FALSE,TRUE,TRUE,
정릉동물병원,서울특별시 성북구 보국문로 4,02-941-7525,"양한방협진, 애견미용, 용품판매",FALSE,FALSE,TRUE,TRUE,
구파발동물병원,서울특별시 은평구 진관2로 57-7,02-356-9725,,FALSE,FALSE,FALSE,FALSE,
푸른동물병원,서울특별시 구로구 구로동로 111-1,02-861-0075,"강아지, 고양이 진료, 미용, 애견용품 및 사료 판매",FALSE,FALSE,TRUE,TRUE,
